Ano,Ciclo,Programa,Nome da Startup,Site,Estado,Status,Área de Negócio,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Exclusive,https://www.instagram.com/exclusivemarketplace/?igshid=NTdlMDg3MTY%3D,Espírito Santo,Graduada,Construção civil,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Exercitium,https://exercitium.herokuapp.com/#/,Rio Grande do Norte,Acelerada,Esportes e Recreação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Exio,https://exio.com.br,São Paulo,Graduada,Marketing e Mídia,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Farmácias Ninja,https://farmacia.ninja/,Alagoas,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Fidelizou.me,https://fidelizou.me/,Rio Grande do Sul,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Furnit Store,http://furnitstore.com.br,Paraná,Graduada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Gaio Analytics,https://gaio.io/,Minas Gerais,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Gantier Games,https://www.linkedin.com/company/gantiergames/,Rio Grande do Sul,Acelerada,Entretenimento e Games,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,GEE PCL 4.0,https://www.instagram.com/pclconsultoriaempresarial/,Pará,Acelerada,Serviços Logísticos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Geração f5,http://www.geracaof5.com.br,Rio Grande do Sul,Graduada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Gerencit,https://gerencit.com,Santa Catarina,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Go Beesiness,https://www.gobeesiness.com/,Paraíba,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Goback,http://www.cartaogoback.com.br/,Bahia,Acelerada,Setor financeiro,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Googado,https://www.googado.com.br/,Goiás,Acelerada,Agronegócio,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,h2VRS - VRS Pesquisa e desenvolvimento ltda,http://www.2mi.com.br,São Paulo,Acelerada,Energia,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,HAMORA,https://www.instagram.com/hamoratech/,Alagoas,Graduada,Turismo e Hotelaria,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Hey Drivers - Smart Mobility Connect,http://www.heydrivers.com.br,Amazonas,Acelerada,Mobilidade Urbana,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Hi! Healthcare Intelligence,https://www.saudehi.com,São Paulo,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Hoope Diagnostic,https://instagram.com/hoope.es?igshid=YmMyMTA2M2Y=,Espírito Santo,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Human Skills Manifesto,http://www.humanskillsmanifesto.com,Paraná,Graduada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,HYPERCUBE SOLUCOES EM REALIDADE VIRTUAL,https://hypercube4x.com,Espírito Santo,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Icapi Edu,https://icapiedu.com.br/,Paraná,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,i-Flow,https://www.claraidea.com.br/,Bahia,Acelerada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,iFormei,https://iformei.com.br/,Minas Gerais,Acelerada,Eventos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,IHealth - Cuidado em qualquer lugar,https://devbook.app/p/ihealth,Piauí,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Imoads serviços de tecnologia,https://imoads.com.br,Santa Catarina,Graduada,Marketing e Mídia,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,IMOVAGO,https://imovago.com.br/,Santa Catarina,Acelerada,Mercado Imobiliário,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Insight Academy,https://insightacademyedu.com.br/,Rio Grande do Sul,Graduada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,InTienda,https://intienda.me,Rio Grande do Sul,Acelerada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,íOn3 Tecnologia do Brasil,http://ion3.com.br,Paraná,Acelerada,Energia,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,iSport,http://www.isportbrasil.com.br,Santa Catarina,Acelerada,Esportes e Recreação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,JR Studio,https://jrstudio.solutions/,Pará,Acelerada,Entretenimento e Games,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Lindu Serviços de beleza LTDA,https://applindu.com.br/,Paraná,Graduada,Outros,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,LingeBox,http://www.lingebox.com.br,São Paulo,Graduada,Comércio Eletrônico,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Lokdata - Sistema de gestão integrado online que proporciona,https://www.instagram.com/lokdata_/,Minas Gerais,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,LOTO Digital / Bsafer,http://www.bsafer.io,São Paulo,Graduada,Outros,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Lyrio Cultural,https://linktr.ee/lyriocultural,Rio de Janeiro,Acelerada,Artes e Cultura,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Mapfry,http://www.mappfry.com,São Paulo,Graduada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Mark,https://oimark.com.br,Rio Grande do Sul,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Menuzão,http://menuzao.com.br,Paraná,Graduada,Alimentos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Meu Direito,https://meudireitoadv.com.br,Pernambuco,Acelerada,Jurídico,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,MINDIKA MULTICASHBACK LTDA,https://mindika.com.br/,São Paulo,Acelerada,Outros serviços,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Miniverso,http://miniverso.tech/,Maranhão,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,MoneyLaw,http://www.moneylaw.com.br,São Paulo,Acelerada,Jurídico,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Motho Express,http://www.mothoexpress.com.br,Paraná,Acelerada,Serviços Logísticos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Movision,https://www.movision.com.br/,Santa Catarina,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,MyDIGICARE,http://www.mydigicare.com.br,Rio Grande do Sul,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,MyDoc,http://mydoc.app,Piauí,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Negócios Wiki,http://www.negocioswiki.com.br,São Paulo,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Nichoos,http://www.nichoos.com,Rio Grande do Sul,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,OKAPP - Soluções Digitais,http://www.okapp.com.br,Mato Grosso do Sul,Graduada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Opensense - Plataforma de Inteligência de Inovação,https://proto.opensense.com.br/,Paraná,Graduada,Outros,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,OP-Image,https://grunalabs-website.vercel.app/,Piauí,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Pense Planos,http://penseplanos.com.br,Santa Catarina,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Persora,https://persora.com.br/,Espírito Santo,Graduada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Pet apertiz Alimentos,http://www.petapertiz.com.br,Paraná,Acelerada,Agronegócio,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,PJMEI,http://www.pjmei.app,Espírito Santo,Acelerada,Outros serviços,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,PlanScie - Plataforma de PsicoEducação,https://www.linkedin.com/company/planscie/,Bahia,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Plenapausa,https://plenapausa.com.br,São Paulo,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Pocket Jurídico,http://www.pocketjuridico.com.br,Rio Grande do Norte,Acelerada,Jurídico,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,PocketGo,http://www.pocketgo.com.br,Paraná,Graduada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Pro Educacional,https://proeducacional.com/,Minas Gerais,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Qualifiquei Leads,https://qualifiquei.com.br,Santa Catarina,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Quallify Soluções Educacionais,https://www.quallify.com.br/,Rondônia,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Quanto Custa Reformar,http://www.quantocustareformar.com,Distrito Federal,Acelerada,Construção civil,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Que Barbada,https://www.quebarbada.com,Santa Catarina,Graduada,Marketing e Mídia,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,QURI Natural Beauty (Ceuci Rituais de Cuidado Ltda.),https://instagram.com/qurinaturalbeauty?igshid=ZDdkNTZiNTM=,Pará,Acelerada,Cosméticos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Rede Patas,https://www.instagram.com/redepatas/,Paraíba,Acelerada,Pet,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Resigo Softwares Para Saude LTDA,https://www.linkedin.com/in/victor-hugo-tavares-15815b1a6/,Rio Grande do Sul,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Resolv Soluções Automotivas,https://rigorous-elm-889.notion.site/Resolv-4f2715669947474aa8d0c1d8dd7656e8,Rio Grande do Norte,Graduada,Automóveis,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Sales Express,https://www.salesexpress.com.br,Mato Grosso,Acelerada,Marketing e Mídia,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,SaQ.Digital,https://www.saq.digital,São Paulo,Graduada,Setor financeiro,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Seu Mercado 24h,https://www.instagram.com/seumercado24h/,Minas Gerais,Graduada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Shaped,http://shaped.com.br,Rio de Janeiro,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Simples Já,https://simplesja.com.br/,Santa Catarina,Acelerada,Setor financeiro,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Sistema M.E.S para Indústrias por Bateladas,https://www.easybatch.com.br/,Rio de Janeiro,Graduada,Alimentos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Smart4plan,http://www.smart4plan.com.br,Paraná,Acelerada,Comércio Eletrônico,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Smarthis,https://www.smarthis.com,Rio de Janeiro,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,SomdeBar,http://www.somdebar.com.br,Minas Gerais,Graduada,Música,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Soul Brasil Esportes,http://www.soulbrasil.co,Paraná,Graduada,Esportes e Recreação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Soulmkt,https://soulmkt.com.br,São Paulo,Graduada,Outros,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Souper Logística,https://souper.com.br/,Bahia,Graduada,Agronegócio,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,SOWAGRO,http://www.sowagro.com.br,Rio Grande do Sul,Graduada,Agronegócio,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Square city,http://Www.squarecity.app,Distrito Federal,Graduada,Pecuária,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,stickin,https://www.instagram.com/stickinbr/,Paraná,Graduada,Marketing e Mídia,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Supermídia,http://www.supermidiadigital.com,Rio Grande do Sul,Graduada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Te Atende,https://www.instagram.com/teatende/,Espírito Santo,Graduada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,TEUMERCADO,http://www.teumercado.app,Tocantins,Acelerada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Única Entrega,https://www.unicaentrega.com.br/,Paraná,Graduada,Serviços Logísticos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,UNIVFILMS,http://www.theunivfilms.com,Distrito Federal,Acelerada,Entretenimento e Games,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Upar,https://www.upar.me/,Santa Catarina,Acelerada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,ValidaPix,http://validapix.tech,Pará,Acelerada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,VendMach,https://www.instagram.com/vend.mach/,Pernambuco,Graduada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Venoscópio: Localizador de veias de baixo custo,http://www.m3dic.com.br,Rio Grande do Norte,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Verapia,http://verapia.com,Rio Grande do Sul,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,viaconsultas,https://www.viaconsultas.com.br,Distrito Federal,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,WEBDECISOR,http://webdecisor.com.br,Minas Gerais,Acelerada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,YouCreator,http://youcreator.com.br,Amapá,Acelerada,Construção civil,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva Brasil,Ziiler,http://ziiler.com,Minas Gerais,Acelerada,Mobilidade Urbana,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,+abelhas,https://maisabelhas.com/,Rio Grande do Sul,Graduada,Recursos naturais,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Akvofluo,http://www.akvofluo.com.br,Distrito Federal,Acelerada,Recursos naturais,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Amb Alert,https://www.linkedin.com/imbalert-consultoria-1910a2256/,Rio de Janeiro,Acelerada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,AMITIS,http://www.amitis-horta.com,Alagoas,Acelerada,Agricultura,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,AppJusto,http://www.appjusto.com.br,São Paulo,Graduada,Serviços Logísticos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Arqueatec,http://www.arqueatec.com.br,Pernambuco,Acelerada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Assistência Técnica Bozten,https://www.instagram.com/gluizboente/,Rio de Janeiro,Acelerada,Eletroeletrônicos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Avaliando BRASIL,http://www.avaliandobrasil.com.br,Paraná,Acelerada,Setor Público,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,BeHappier - Felicidade se Aprende,http://www.behappier.com.br,Espírito Santo,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,BioTech3D,https://linktr.ee/biotech3d,Acre,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Cerensa,https://cerensa.com/,Santa Catarina,Acelerada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Compartilha,http://www.compartilha.com.br,Ceará,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Compensei,https://compensei.com/,Maranhão,Acelerada,Turismo e Hotelaria,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Compre de uma Mãe,http://www.compredeumamae.com.br,Minas Gerais,Graduada,Outros,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Compro e Ajudo,https://www.comproeajudo.org,Rio de Janeiro,Acelerada,Comércio Eletrônico,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,DICAS Q SALVAM VIDAS,https://www.instagram.com/dicasqsalvamvidas/,Rio de Janeiro,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,"Direito Ágil, startup criadora do Maria da Penha Virtual",https://direitoagil.com.br/,Rio de Janeiro,Graduada,Setor Público,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Engenho café de açaí,http://engenhocafedeacai,Amapá,Acelerada,Alimentos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,EXP2U - Explore and Expand Yourself,http://www.exp2u.com.br,Santa Catarina,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,FARM INBOX,https://www.instagram.com/pauloalexandre.fernandes.18/,Maranhão,Acelerada,Agronegócio,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Floresta Hub,http://www.florestahub.com.br,Rondônia,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Garoa Consciência Limpa,http://www.garoa.eco.br,Santa Catarina,Graduada,Indústria Química,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,GBLOC / ConstruAction,https://construaction.com.br/,Rio de Janeiro,Acelerada,Construção civil,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,GenIS - Genetics Innovative Solutions,https://genis-mu.vercel.app/,Rio Grande do Sul,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Gramaprint,http://Gramaprintbrasil,Pernambuco,Acelerada,Varejo,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,GREEN-C,https://green-c.io/,Pará,Graduada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Infinito Mare,http://www.infinitomare.com,São Paulo,Graduada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,IrriGate,https://instagram.com/irrigate.oficial?igshid=YzgyMTM2MGM=,Paraná,Acelerada,Agronegócio,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Janoo,http://janoo.com.br,Bahia,Acelerada,Gestão Pública,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,"JOVES ENGENHARIA, ENERGIA INERCIA LTDA",https://joves.com.br/,Distrito Federal,Acelerada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Lactoquito,http://lactoquito.com.br,Pernambuco,Acelerada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Local Alimentos Sustentáveis,https://www.instagram.com/localalimentos/,São Paulo,Acelerada,Alimentos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Local Pet Friendly,http://localpf.com.br,São Paulo,Acelerada,Pet,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Logistica inteligente social ambiental e Reversa - LisaR,http://www.lisar.com.br,Paraná,Acelerada,Eletroeletrônicos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Mãe Freela,https://www.maefreela.com.br,Rio de Janeiro,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Meu amigo tem um sítio,https://www.meuamigotemumsitio.com.br,Rio de Janeiro,Graduada,Agricultura,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Mopi,http://www.mopi.app,Santa Catarina,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Mowa-se Carsharing - Alulguel de carro por hora 100% digital,https://mowa-se.com/,Santa Catarina,Graduada,Mobilidade Urbana,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Ninho do Verde Compostagem,https://instagram.com/ninhodoverdecompostagem?igshid=YmMyMTA2M2Y=,Piauí,Acelerada,Saneamento,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,ObservatIório da diversidade e inclusão,http://biomob.org,São Paulo,Acelerada,Acessibilidade,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Papoom,https://www.instagram.com/papoom.app/,Paraná,Graduada,Outros serviços,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,POLICONCRET,https://policoncret.com.br/,Alagoas,Acelerada,Construção civil,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,PSIU,http://www.eipsiu.com.br,Santa Catarina,Graduada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Raeasy,https://raeasy.com.br/,Santa Catarina,Acelerada,Comércio Eletrônico,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Recysol,http://www.recysol.com,São Paulo,Graduada,Indústria Química,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Regularizar é preciso,http://www.ijuri.com.br,Paraíba,Acelerada,Jurídico,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,REUSO RECICLA+,https://www.linkedin.com/company/reusopocos/?viewAsMember=true,Minas Gerais,Graduada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Trêsbê Delas,https://www.linkedin.com/company/tresbedelas/?viewAsMember=true,Paraíba,Graduada,Educação,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Tuxtu Conectividade Ambiental,http://www.tuxtu.com.br,Amapá,Acelerada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Urupê Gestão de Resíduos,http://urupe.eco.br,Rio Grande do Sul,Graduada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Vida Maker,https://genisis.com.br,São Paulo,Graduada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,WeConecta,https://weconecta.com/,Rio Grande do Sul,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2023,2023.1,InovAtiva de Impacto Socioambiental,Wifi Wiz - O mago da wifi,http://wifiwiz.net,Paraná,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Abakus,https://abakus.com.br/,Minas Gerais,Graduada,Setor financeiro,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Academy Abroad,https://theacademyabroad.com.br/,Minas Gerais,Graduada,Educação,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Aluga Aí,https://alugaaipgm.wixsite.com/website,Pará,Acelerada,Outros serviços,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Âmago Têxtil,http://www.amagotextil.com,Santa Catarina,Graduada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Apta Seguros,http://www.aptaseguros.com.br,São Paulo,Acelerada,Outros,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Arcano Projetos de Tecnologia,http://rentasquad.arcanoprojetos.com,Minas Gerais,Graduada,Outros,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Arvorah,http://arvorah.com.br,Distrito Federal,Acelerada,,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,ASTRA AUTOMAÇÃO E ROBÓTICA LTDA.,http://www.astracorp.com.br,Minas Gerais,Graduada,Eletroeletrônicos,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Avia! Delivery,http://www.aviadelivery.com.br,Ceará,Graduada,Comércio Eletrônico,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Bem mais slz,https://bemmaisslz.wixsite.com/bemmais,Maranhão,Acelerada,Agronegócio,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,BI Gestão e TI,http://www.bigestao.com.br,São Paulo,Acelerada,Outros serviços,,,,,,,,,,,,,,,,,,
2022,2022.2,InovAtiva Brasil,Bilblue,http://www.bilblue.com,Rio de Janeiro,Graduada,Comércio Eletrônico,,,,,,,,,,,,,,,,,,
