Ano,Ciclo,Programa,Nome da Startup,Site,Estado,Status,Área de Negócio,Resumo
2024,2024.1,InovAtiva de Impacto Socioambiental,Tico e Tica Sensory,http://Www.ticoeticasensory.com.br,Paraná,Acelerada,Vestuário,Invalid link
2024,2024.1,InovAtiva de Impacto Socioambiental,Trindtech,https://trindtech.com.br/,Rio Grande do Sul,Graduada,Tecnologia da Informação e Comunicação,"Trindtech is a platform dedicated to developing tech talent in Brazil through mentorship and real-world project experience. They offer customized platforms for businesses to accelerate careers and overcome technological challenges. With over 3000 talents mapped, they connect companies with skilled professionals, focusing on impact and sustainability."
2024,2024.1,InovAtiva de Impacto Socioambiental,Tudo Campo,https://tudocampo.com.br/,Goiás,Acelerada,Agronegócio,Invalid link
2024,2024.1,InovAtiva de Impacto Socioambiental,Ujamaatech,http://www.ujamaatech.com,Rio Grande do Sul,Graduada,Agronegócio,"Ujamaatech is a Brazilian startup specializing in financial education solutions for companies and financial institutions. They offer personalized learning paths via WhatsApp, AI-powered assistance, and customized courses. The company aims to improve financial literacy for clients and employees."
2024,2024.1,InovAtiva de Impacto Socioambiental,WebBula - Produtos e Serviços em Tecnologia da Informação,https://www.webbula.com.br/inicio,Paraná,Graduada,Saúde,Not enough information
2024,2024.1,InovAtiva de Impacto Socioambiental,Yom Kids,http://www.yomkids.com,São Paulo,Graduada,Educação,"Yom Kids is a platform focused on child and student development. It provides resources for parents and schools, with options to download their app. The platform also features links to their social media and legal policies."
2023,2023.2,InovAtiva Brasil,[W] AI,https://drive.google.com/file/d/1UeLZ1OIPQgwbQuZ5l_Xg47AYRxR8U5ql/view?usp=drive_link,São Paulo,Acelerada,Robótica,"The requested file about Brazil startups does not exist on Google Drive. Google Drive facilitates creating, storing, and sharing online documents. Learn more about Google Drive apps and functionalities on their website."
2023,2023.2,InovAtiva Brasil,67 Bits - Videogames para Criadores de Conteúdo LATAM,http://www.67bits.com,Rio de Janeiro,Graduada,Entretenimento e Games,"This page is for 67 Bits Studio, a game development company. They transform ideas into games and offer services. Some of their popular titles include My Zombie World, Alien Takeover, and Knife n Run, available on app stores."
2023,2023.2,InovAtiva Brasil,8bits Educação,https://www.instagram.com/escola8bits/,Rio de Janeiro,Acelerada,Educação,Not enough information
2023,2023.2,InovAtiva Brasil,Air Lung,https://www.todi.com.br/startup/2199,Tocantins,Acelerada,Saúde,The website uses cookies and links to a privacy policy. It displays logos for TODI - Tocantins Digital and Sebrae. The page appears to be loading and lacks substantial information about Brazil startups.
2023,2023.2,InovAtiva Brasil,ALMOB SISTEMAS,https://almob.com.br,Goiás,Graduada,Construção civil,"Almob offers a system for managing construction site resources. It streamlines inventory, automates material requisition, and integrates with ERP systems like UAU, SIENGE and TOTVS. Clients praise its efficiency, real-time data, and improved decision-making capabilities."
2023,2023.2,InovAtiva Brasil,Amesaúde,https://cartaoamesaude.com.br/,Santa Catarina,Graduada,Saúde,Invalid link
2023,2023.2,InovAtiva Brasil,Amppy,http://www.amppy.com.br,Santa Catarina,Acelerada,Serviços de Intermediação,"Amppy is a platform connecting users with cooks who prepare meals in their homes for daily life, meal plans, or events. They offer a convenient alternative to restaurants or meal delivery services, focusing on fresh, homemade food. Customer testimonials highlight improved quality of life and cost savings."
2023,2023.2,InovAtiva Brasil,AQUi9,https://aqui9.com.br,São Paulo,Graduada,Recursos naturais,"AQUi9 offers advanced technology to maximize efficiency and profitability in fish farming. It provides intelligent feeding, real-time water quality monitoring, and efficient management through sensors and data analysis. The solution optimizes resource use, reduces waste, and improves fish health for sustainable and productive operations."
2023,2023.2,InovAtiva Brasil,Artisan,http://Artisan.app,Rio Grande do Sul,Graduada,Marketing e Mídia,"Artisan is a Brazilian platform automating web campaign production, including banners and social media ads. It helps brands scale media creation, focus on results, and avoid repetitive tasks. It serves major clients like Uber, Itau, and Seara, offering infrastructure and deadline management."
2023,2023.2,InovAtiva Brasil,Atendo,http://www.atendo.com,Rio Grande do Sul,Graduada,Tecnologia da Informação e Comunicação,"Atendo is a customer service platform connecting businesses and clients. It offers omnichannel support, automations and a native CRM. The platform aims to improve efficiency and customer satisfaction by optimizing workflows and eliminating repetitive tasks."
2023,2023.2,InovAtiva Brasil,Bean Possible,https://beanpossible.com.br/,Rio de Janeiro,Graduada,Alimentos,"Bean Possible offers innovative, science-based ingredients and solutions for the food industry in Brazil. They focus on sustainability, using underutilized beans to create protein concentrate, fiber, and starch. They also provide product development and consulting services, emphasizing native Brazilian ingredients."
2023,2023.2,InovAtiva Brasil,BeHeart,http://beheart.app,São Paulo,Acelerada,Saúde,"BeHeart aims to improve well-being through heart coherence, synchronizing heart and brain functions. They offer an academy with courses, a gamified app using biofeedback and AI, and HeartMath© certification. They also provide in-company training programs and governmental solutions."
2023,2023.2,InovAtiva Brasil,Biocurativo Sustentável,https://www.linkedin.com/in/inofarm-bioprodutosos,Bahia,Acelerada,Saúde,Not enough information
2023,2023.2,InovAtiva Brasil,BIOHOP,http://www.biohop.com.br,Rio de Janeiro,Graduada,Agricultura,"Biohop is a Brazilian biotech startup focused on sustainable agriculture. They specialize in high-tech products and services, particularly hop cultivation. Their mission is to provide innovative solutions for food production, including pathogen elimination and genetic engineering."
2023,2023.2,InovAtiva Brasil,BIONEST,https://www.bionest.com.br/,São Paulo,Acelerada,Outra,Invalid link
2023,2023.2,InovAtiva Brasil,BioSentry,https://www.linkedin.com/company/byosentry/about/?viewAsMember=true,São Paulo,Acelerada,Agronegócio,Not enough information
2023,2023.2,InovAtiva Brasil,Bitável SC,http://www.bitavelsc.com.br,Santa Catarina,Acelerada,Construção civil,Invalid link
2023,2023.2,InovAtiva Brasil,Blissence Education,https://blissence.com.br,São Paulo,Acelerada,Educação,Not enough information
2023,2023.2,InovAtiva Brasil,Blue Survey,http://sistemapesquisas.colbiz.com.br/login,Rio Grande do Sul,Acelerada,Educação,Not enough information
2023,2023.2,InovAtiva Brasil,Brainnx,https://brainnx.com.br/,Rio de Janeiro,Acelerada,Tecnologia da Informação e Comunicação,Invalid link
2023,2023.2,InovAtiva Brasil,BuzzUp - o boca a boca digital,http://buzzup.com.br,Paraná,Acelerada,Tecnologia da Informação e Comunicação,"BuzzUp is a tool for online evaluation and WhatsApp marketing to expand businesses. It helps attract more clients, improve online presence and optimize time. Several clients report significant increases in positive online reviews after using BuzzUp."
2023,2023.2,InovAtiva Brasil,BW7 Business Woman,https://bw7.app.br,Pará,Acelerada,Comércio Eletrônico,"BW7 Business Woman is a Brazilian marketplace platform designed to empower women entrepreneurs. The platform allows women to sell products/services and connect with customers. It encourages users to download the app on Android/iOS, create profiles, and start buying/selling."
2023,2023.2,InovAtiva Brasil,Cartão AMA,http://www.cartaoama.com.br,Distrito Federal,Graduada,Saúde,Invalid link
2023,2023.2,InovAtiva Brasil,CATALOGO DIGITAL / FAZ AGILIZAR,https://www.fazagilizar.com.br/,Pernambuco,Acelerada,Moda e Vestuário,"Faz Agilizar offers solutions for businesses, particularly in the clothing industry, to improve digital sales. Key services include a digital catalog, ERP system, AgiliChat, and CRM. They aim to streamline operations, manage sales, and enhance customer relationships, providing support and automation."
2023,2023.2,InovAtiva Brasil,Catena,https://www.catena.work/,São Paulo,Graduada,Recursos Humanos,"Catena is a recruiting platform that delivers pre-vetted candidates within 72 hours, leveraging growth hacking and targeted sourcing. They offer hands-on support and a guarantee, replacing hires that don't work out at no extra cost. Testimonials praise Catena's speed, efficiency, and focus on finding the right candidates for various roles."
2023,2023.2,InovAtiva Brasil,CEDULLA,https://www.cedulla.com.br/,São Paulo,Acelerada,Setor financeiro,"Cedulla is a Brazilian fintech that specializes in the real estate sector. They offer real estate professionals the ability to anticipate commissions on pending property transactions. The platform aims to provide a transparent and fast process, with testimonials highlighting ease of use and speed."
2023,2023.2,InovAtiva Brasil,Celler Digital,https://linktr.ee/celler.digital,Minas Gerais,Graduada,Outra,"Celler Digital is a Brazilian company that connects talent with businesses, aiming to transform them. They offer open job opportunities and a talent network for curriculum registration. Contact information and company details can be found on their website and institutional presentation."
2023,2023.2,InovAtiva Brasil,Chappa Brasil,http://www.chappa.com.br,Rio Grande do Sul,Graduada,Serviços Logísticos,"Chappa is a Brazilian platform that connects businesses with qualified professionals for cargo handling and logistics. They offer an app to hire workers for loading, unloading, and other tasks. Chappa boasts a network of over 9,000 collaborators and serves 400+ companies nationwide."
2023,2023.2,InovAtiva Brasil,Cirurgia Autorizada,http://www.cirurgiaautorizada.com.br,Ceará,Graduada,Saúde,"Cirurgia Autorizada is a platform connecting surgeons, hospitals, and suppliers to streamline the surgical workflow. It offers features like easy scheduling, efficient management of authorizations, and access to a catalog of medical equipment. The platform provides dedicated services and dashboards for patients, hospitals, surgeons, and suppliers to optimize the surgical process."
2023,2023.2,InovAtiva Brasil,ClickPosts (fundação 2020),https://clickposts.com.br/,São Paulo,Acelerada,Marketing e Mídia,"ClickPosts helps dental professionals enhance their social media presence with ready-made, customizable posts. It offers features like automatic logo insertion, diverse templates, and content reviewed for ethical compliance. Users can access a vast library, personalize posts, and schedule updates easily, saving time and money."
2023,2023.2,InovAtiva Brasil,Cognos Tecnologia e Dados,https://instagram.com/nin.pesquisas?igshid=MzRlODBiNWFlZA==,Rio Grande do Norte,Acelerada,Tecnologia da Informação e Comunicação,Not enough information
2023,2023.2,InovAtiva Brasil,coHaus.in,http://www.cohaus.in,Minas Gerais,Graduada,Mercado Imobiliário,coHaus is a Brazilian company specializing in intelligent real estate ventures. They aim to positively impact cities by connecting builders to innovation. CoHaus transforms traditional development by using AI and resident input to co-create projects.
2023,2023.2,InovAtiva Brasil,Conducco,http://www.conducco.com,São Paulo,Graduada,Setor financeiro,"Conducco is a platform designed to enhance the sale of insurance and corporate benefits in Brazil. It simplifies HR processes, increases operational productivity, and ensures compliance. The platform offers automation solutions for brokers, HR, and technology teams, streamlining workflows and data management."
2023,2023.2,InovAtiva Brasil,"Contratação Acelerada, somos uma Startup de RS para Inside S",https://contratacaoacelerada.com.br/,Santa Catarina,Acelerada,Recursos Humanos,"Contratação Acelerada helps businesses quickly find sales professionals. They specialize in B2B sales roles, offering behavioral and technical profiles. They have served over 250 companies and filled over 1000 positions, with an average hiring time of 15 days."
2023,2023.2,InovAtiva Brasil,Corban app,http://corban.app,Maranhão,Graduada,Setor financeiro,"Corban App helps Brazilian companies boost productivity by optimizing processes and eliminating spreadsheets. It offers features like team management, financial control, sales tools, and customer relationship management. The system provides a 7-day free trial."
2023,2023.2,InovAtiva Brasil,CPS Folk,http://www.cpsfolk.com.br,Minas Gerais,Acelerada,Mineração e metalurgia,Invalid link
2023,2023.2,InovAtiva Brasil,Datax Tecnologia,http://www.datax-tech.com.br,Rio de Janeiro,Graduada,Tecnologia da Informação e Comunicação,Invalid link
2023,2023.2,InovAtiva Brasil,Decola,https://www.instagram.com/rhdecola/,Rio Grande do Sul,Graduada,Recursos Humanos,Not enough information
2023,2023.2,InovAtiva Brasil,Delta medicine,http://linkedin.com/company/delta-medicine-inova-simples,Piauí,Acelerada,Saúde,"Delta Medicine Inova Simples is a biotechnology research company in Parnaíba, Piauí, Brazil. They are developing SoroGum, an innovative oral rehydration solution with natural gum, electrolytes, and zinc. The company partners with the Federal University of Delta do Parnaíba."
2023,2023.2,InovAtiva Brasil,Destina,https://destina.app/,São Paulo,Graduada,Turismo e Hotelaria,Not enough information
2023,2023.2,InovAtiva Brasil,DIARISTA FACIL,https://diaristafacil.com.br,Santa Catarina,Graduada,Serviços de Intermediação,"Diarista Fácil is a platform connecting users with cleaning services in Santa Catarina, Brazil. Their app allows for same-day booking, easy payments, and provides secure matching with over 200 available cleaners. Services include standard cleaning and extras; the company also has partnerships with Santander and SEBRAE."
2023,2023.2,InovAtiva Brasil,Diligence Hub,http://www.diligencehub.com.br,Minas Gerais,Graduada,Mercado Imobiliário,"Dihub offers a platform to quickly obtain property sale and purchase certificates in Brazil. They provide over 20 official certificates, reducing bureaucracy and saving time. Several subscription plans are available, alongside pay-per-use options."
2023,2023.2,InovAtiva Brasil,Dinn,https://dinn.ai/,Santa Catarina,Graduada,Tecnologia da Informação e Comunicação,"Dinn is a Brazilian startup offering an intelligent ecosystem connecting data, people, and decisions. It focuses on reducing the time between strategic decisions and field execution for the pharmaceutical industry. Dinn offers modules like an app, web panel and API, integrating with platforms such as Salesforce and Veeva."
2023,2023.2,InovAtiva Brasil,Domyni,http://domyni.com.br,Minas Gerais,Acelerada,Saúde,Invalid link
2023,2023.2,InovAtiva Brasil,Dorak CyberSecurity,https://dorak.solutions,Rio Grande do Sul,Acelerada,Tecnologia da Informação e Comunicação,"Dorak is a Brazilian startup founded in 2019, specializing in cybersecurity and protecting companies from cyber threats. They offer services like penetration testing, vulnerability assessments, and phishing tests, ensuring compliance. Dorak is expanding internationally to the USA and Israel with its SaaS Pentest software."
2023,2023.2,InovAtiva Brasil,Dox Market Delivery,http://www.doxdelivery.com.br,Bahia,Acelerada,Varejo,Not enough information
2023,2023.2,InovAtiva Brasil,Easy.Glasses,http://www.easyglasses.com.br,São Paulo,Acelerada,Tecnologia da Informação e Comunicação,Not enough information
2023,2023.2,InovAtiva Brasil,EcoCradle,http://www.ecocradle.com.br,Rio Grande do Norte,Acelerada,Outra,"EcoCradle tracks the plastic market chain to provide sustainability data. They participate in programs like Ideiaz and Centelha, related to science, technology and seed money investments. The company was recognized by Inovativa Brasil and has partnerships with accelerators and innovation labs."
2023,2023.2,InovAtiva Brasil,Ecowe,http://www.ecowe.co,São Paulo,Acelerada,Saúde,"Ecowe is a Brazilian ecosystem for health and well-being, connecting users with healthy food, nutritionists, and businesses. They offer platforms for ""Ecolovers"" (users), retailers, and nutritionists. The mission is to promote preventive health through an integrated platform."
2023,2023.2,InovAtiva Brasil,EFETIVA PORTAL,http://www.efetivaportal.com.br,Rio Grande do Sul,Acelerada,Outra,"Efetiva is a Brazilian accounting and consulting firm specializing in agile, precise services for security and savings. They offer accounting, consulting, project management, tax recovery, and third-sector services. They use technology and modern startup concepts for financial health, resource optimization, and strategic business intelligence."
2023,2023.2,InovAtiva Brasil,ELEVENTEC,https://eleventec.com/,São Paulo,Graduada,Mobilidade Urbana,"Eleventec provides mobile and sustainable electric vehicle charging services via scheduled appointments. They offer on-demand charging anywhere, addressing infrastructure limitations with portable chargers and battery packs. The company aims to promote clean energy and reduce emissions, and was a Energinn 2022 finalist."
2023,2023.2,InovAtiva Brasil,Escrita com Ciência,http://www.escritacomciencia.com.br,Distrito Federal,Acelerada,Educação,Not enough information.
2023,2023.2,InovAtiva Brasil,EVA - Estratégia Visual Ágil,https://evastrategy.com/,Pernambuco,Graduada,Tecnologia da Informação e Comunicação,"EVA Estratégia Visual Ágil is a platform designed to simplify product vision and evolution, focusing on user experience. It offers features like user journey mapping, backlog management, agile sprints, and delivery tracking. Users can sign up for a free 30-day trial."
2023,2023.2,InovAtiva Brasil,Expande Educação,http://cursos.expandeeducacao.com.br,São Paulo,Graduada,Educação,Invalid link
2023,2023.2,InovAtiva Brasil,Farmaco,https://www.linkedin.com/company/farma-co/,Minas Gerais,Graduada,Medicamentos,Not enough information
2023,2023.2,InovAtiva Brasil,Farol Universitário,http://farol.fun,São Paulo,Graduada,Comércio Eletrônico,"Farol is a platform connecting and empowering Brazilian academic entities. It offers tools for managing finances, memberships, events, and communication, and provides digital accounts without requiring a CNPJ. The platform aims to reduce delinquency, increase sales, and improve organization for university groups."
2023,2023.2,InovAtiva Brasil,FISIOCLOUD SOLUCOES TECNOLOGICAS PARA A SAUDE LTDA,http://www.fisioclod.com.br,São Paulo,Graduada,Saúde,Invalid link
2023,2023.2,InovAtiva Brasil,Flixpet,http://www.flixpet.com.br,Rio Grande do Sul,Acelerada,Pet,Invalid link
2023,2023.2,InovAtiva Brasil,FOODREC,http://www.foodrec.com.br,Pernambuco,Graduada,Alimentos,"FoodRec is a platform that helps users save up to 40% on delivery orders by comparing offers from multiple services like iFood and Rappi. It operates in Recife, Maceió, and João Pessoa, offering a unified menu and AI-powered suggestions. Users can download mobile apps for Android and iOS to access exclusive deals."
2023,2023.2,InovAtiva Brasil,FREECASH,http://www.freecash.com.br,Rio Grande do Sul,Graduada,Varejo,"Freecash is a digital currency startup in Brazil aiming to boost local commerce. Consumers gain purchasing power, businesses increase sales, and charities receive donations. Users can download the app, add funds, and choose a benefiting social institution to participate."
2023,2023.2,InovAtiva Brasil,Futurai,http://www.futurai.com.br,Espírito Santo,Acelerada,Tecnologia da Informação e Comunicação,"Futurai is a Brazilian startup providing predictive maintenance solutions for industrial processes, focusing on early fault detection without sensor installation. Their system monitors thousands of sensors in real-time, offering actionable insights and root cause analysis. Several companies like Suzano and Chemtrade have successfully implemented Futurai's solution to optimize production and prevent downtime."
2023,2023.2,InovAtiva Brasil,FYDU Blockchain,https://www.fyduapp.com.br/,Ceará,Graduada,Tecnologia da Informação e Comunicação,Invalid link
2023,2023.2,InovAtiva Brasil,GIRE - Gestão Integrada de Resíduos,http://www.gire.eco.br,Rio de Janeiro,Acelerada,Gestão de Resíduos,"GIRE offers ESG solutions in waste management, reverse logistics and circular economy in Brazil. They focus on transforming waste into opportunities through their SmartWaste® methodology. The company provides services like zero landfill solutions and traceability, improving operational efficiency and sustainability."
2023,2023.2,InovAtiva Brasil,GONexter Ltda,http://www.GONexter.com.br,Goiás,Acelerada,Saúde,Invalid link
2023,2023.2,InovAtiva Brasil,GPC GESTÃO EM PLATAFORMA CUSTOMIZÁVEL,http://www.gpcgestao.com.br,Pernambuco,Acelerada,Outra,"GPC Gestão helps reduce expenses on water, energy, and gas in condominiums without investment. It monitors consumption, detects leaks, and provides analytics for informed decisions. They offer tiered subscription plans with individual apartment monitoring, reports, and support."
2023,2023.2,InovAtiva Brasil,Greg,https://greg.blocklize.tech,São Paulo,Graduada,Outra,"Greg is a platform offering secure and simplified Web3 wallet solutions for businesses and their customers. It supports crypto, NFTs, fiat on-ramp with PIX, and wallet customization. The platform is used by projects like CoinLivre, NForests, and SoulPrime."
2023,2023.2,InovAtiva Brasil,Guia Anônima,http://guiaanonima.com,Santa Catarina,Graduada,Tecnologia da Informação e Comunicação,Not enough information
2023,2023.2,InovAtiva Brasil,Heliosfera Energias,https://heliosfera-energias.com/,Rio de Janeiro,Graduada,Energia,"The IP address has been blocked due to suspected malicious activity detected by the website's threat protection system. Access to the website is temporarily restricted, and the owner has been notified. Users can try again later or contact support for assistance at the provided contact information."
2023,2023.2,InovAtiva Brasil,Hitbiz Musictech Ltda,http://www.hitbiz.com.br,São Paulo,Graduada,Música,Invalid link
2023,2023.2,InovAtiva Brasil,iCurti,http://Icurti.com,Rio de Janeiro,Graduada,Comércio Eletrônico,"iCurti enables users to create free fundraising lists for various ""Jornadas"" (life events). It offers features like personalized lists, multiple payment options, and social sharing. They provide tiered subscription plans with added functionalities for businesses needing ESG alignment."
2023,2023.2,InovAtiva Brasil,INDIK,https://instagram.com/indik.app?igshid=NjIwNzIyMDk2Mg==,Distrito Federal,Acelerada,Serviços de Intermediação,Not enough information
2023,2023.2,InovAtiva Brasil,INNOVATIVE FOOD SOLUTION I. S.,http://innovafoodsolution.com.br,Espírito Santo,Acelerada,Pecuária,Invalid link
2023,2023.2,InovAtiva Brasil,InSpace,https://lp.inspace.tech/issafe/,Pernambuco,Acelerada,Tecnologia da Informação e Comunicação,"InSpace's is.Safe platform offers intelligent checklists for operational management and risk elimination. It uses technologies like AI video analytics, dashboards, and sensors for monitoring processes. It integrates with existing cameras and provides data for improved safety and efficiency."
2023,2023.2,InovAtiva Brasil,Intellitrace,http://www.intellitrace.com.br,São Paulo,Acelerada,Tecnologia da Informação e Comunicação,"IntelliTrace, based in São Paulo, offers remote monitoring solutions for various industries. They track temperature, humidity, vibration, and 150+ variables with 80+ sensor types. Their services include 24/7 monitoring, customized reports, AI, and wireless connectivity, supporting preventative maintenance and compliance."
2023,2023.2,InovAtiva Brasil,IRIS TECH é uma copywiter IA integrada no whatsapp,https://www.instagram.com/iris.ia_/,Goiás,Acelerada,Marketing e Mídia,Not enough information
2023,2023.2,InovAtiva Brasil,iSport,http://www.isportbrasil.com.br,Santa Catarina,Acelerada,Esportes e Recreação,Not enough information
2023,2023.2,InovAtiva Brasil,ITER MENTORY,https://itermentory.wixsite.com/gfhub,Maranhão,Acelerada,Educação,"Iter Mentory offers corporate training solutions through its Iter method, focusing on accessible, streamlined, and intuitive learning. Their platform allows companies to input content, structure it, and deliver it as interactive courses. They offer tiered plans with varying access, storage, and support levels."
2023,2023.2,InovAtiva Brasil,Japu,https://japu.app.br/,Pará,Acelerada,Construção civil,Not enough information
2023,2023.2,InovAtiva Brasil,Jornada Z,http://www.jornadaz.com,Piauí,Acelerada,Educação,Invalid link
2023,2023.2,InovAtiva Brasil,Kentro,http://www.kentro.com.br,Minas Gerais,Graduada,Tecnologia da Informação e Comunicação,"Kentro is a Brazilian omnichannel platform integrating WhatsApp, Instagram, and more, aiming to simplify customer service. It offers a CRM, AI-powered chatbots, and tools for marketing, sales, and customer management. The platform focuses on automating and personalizing customer interactions to improve efficiency and decision-making."
2023,2023.2,InovAtiva Brasil,Key IT Tecnologia,http://www.mercadorb2b.com.br,São Paulo,Graduada,Serviços de Intermediação,Invalid link
2023,2023.2,InovAtiva Brasil,Kolek,https://kolek.com.br/,São Paulo,Acelerada,Setor financeiro,"Kolek is a Brazilian startup offering automated billing and payment solutions for businesses. It automates collections via WhatsApp/email with PIX/boleto payments, integrates with ERPs and banks. The platform aims to reduce manual work, decrease delinquency, and streamline financial management for its users."
2023,2023.2,InovAtiva Brasil,Kreska Tecnologia em Educação,http://kreska.com.br,Rio Grande do Sul,Graduada,Educação,Kreska is an online educational platform offering learning and teaching resources in one place. It focuses on portfolio-based learning with social interaction and adaptable plans. The platform is designed for various educational projects with online accessibility.
2023,2023.2,InovAtiva Brasil,Lab.Now,http://www.melhorcom.com.br,Pernambuco,Acelerada,Saúde,Not enough information
2023,2023.2,InovAtiva Brasil,Leapstyle.me,https://leapstyle.me,São Paulo,Graduada,Comércio Eletrônico,"Leapstyle is a platform for entrepreneurs to easily create and manage online stores in about 27 minutes. It offers features like customizable templates, analytics dashboards, and integrated support. Various pricing plans are available with different product limits and features."
2023,2023.2,InovAtiva Brasil,Livity Qualidade de Vida e Bem Estar Ltda,https://livitybemestar.com.br/,São Paulo,Graduada,Saúde,Invalid link
2023,2023.2,InovAtiva Brasil,Log Z,http://www.logztech.com.br,Santa Catarina,Graduada,Mineração e metalurgia,"Log Z Tech, established in 2022, offers digital solutions for industrial tool management in Brazil. They provide services like stock management, durability monitoring, and automated alerts. Their aim is to reduce waste, improve processes, and increase productivity for industries."
2023,2023.2,InovAtiva Brasil,Lüster ACM,http://www.grupoluster.com,Tocantins,Acelerada,Infraestrutura,"Lüster is a Brazilian startup focused on revitalizing and maintaining ACM facades. They offer adaptable, personalized, and high-quality solutions. Their services aim to mitigate depreciation and preserve the aesthetic appeal of facades."
2023,2023.2,InovAtiva Brasil,Lysa,https://www.lysa.me/,Santa Catarina,Acelerada,Educação,"The domain is not connected to a website. To connect it, users should navigate to Wix.com, access Subscriptions > Domains, and select ""Use a Domain You Already Own"". For assistance, contact the Wix Support Team."
2023,2023.2,InovAtiva Brasil,makadu.live,https://makadu.live,Rio Grande do Sul,Acelerada,Educação,Not enough information
2023,2023.2,InovAtiva Brasil,MALU MARKET,https://www.instagram.com/malu.market/,Pernambuco,Acelerada,Varejo,Not enough information
2023,2023.2,InovAtiva Brasil,Martech Flow,https://www.martechflow.com/,São Paulo,Acelerada,Marketing e Mídia,Invalid link
2023,2023.2,InovAtiva Brasil,Mell.ro,http://Mell.ro,Paraná,Graduada,Setor financeiro,Not enough information
2023,2023.2,InovAtiva Brasil,mercado de ti jobs,https://mercadodeti.com.br/,São Paulo,Graduada,Recursos Humanos,"Mercado de Ti Jobs is a platform connecting tech professionals with companies, focusing on IT job opportunities. It offers resources for companies to find qualified candidates, including a free plan for hiring interns and entry-level employees. Users can subscribe to a newsletter for updates and access weekly career development content."
2023,2023.2,InovAtiva Brasil,Meros Auto Parts,https://meros.com.br/,Minas Gerais,Acelerada,Automóveis,"Meros is a platform connecting vehicle owners, mechanics, and parts suppliers, aiming to digitize automotive maintenance. It offers services for each group, including finding mechanics, streamlining quotes, and improving supplier sales. The platform helps to digitalize the automotive repair market."
2023,2023.2,InovAtiva Brasil,MEU AUTISTA,https://instagram.com/meuautistainstituto?igshid=MzRlODBiNWFlZA==,Pernambuco,Acelerada,Saúde,Not enough information
2023,2023.2,InovAtiva Brasil,Meu Financeiro Azul,http://meufinanceiroazul,Santa Catarina,Acelerada,Setor financeiro,Invalid link
2023,2023.2,InovAtiva Brasil,Midas - SaaS de produção para padarias artesanais,http://boulange.rio,Rio de Janeiro,Graduada,Alimentos,Invalid link
2023,2023.2,InovAtiva Brasil,Minha Idade Não Me Define,http://www.minhaidadenaomedefine.com.br,São Paulo,Graduada,Marketing e Mídia,Not enough information
2023,2023.2,InovAtiva Brasil,Mini House,https://kkreis7.wixsite.com/mini-house,Santa Catarina,Acelerada,Construção civil,"This website promotes Mini House, offering sustainable, transportable, and compact wood modules. They focus on minimalist design and sustainability, using certified renewable wood. The modules are customizable for residential or commercial use, providing flexible and efficient spaces."
2023,2023.2,InovAtiva Brasil,Modelo de negócio Cidade Melhor / LogiMob,http://logimob.com.br,Bahia,Acelerada,Mobilidade Urbana,"Logimob is a Brazilian company focused on sustainable and intelligent urban logistics and mobility solutions. They offer services to public and private sectors, aiming to improve cities. The company's goals include economic growth, social responsibility, and environmental protection."
2023,2023.2,InovAtiva Brasil,MPRH - Marketplace RH,http://www.mprh.com.br,São Paulo,Graduada,Recursos Humanos,The website is currently inaccessible. The webmaster needs to contact the site's hosting provider.
2023,2023.2,InovAtiva Brasil,Muda Fácil,http://www.mudafacil.com,São Paulo,Graduada,Serviços Logísticos,"Muda Fácil is a Brazilian startup that simplifies the moving process for individuals and companies. It connects customers with moving service providers, offering a platform for obtaining free quotes. They also provide marketing and a dashboard for service providers to manage opportunities."
2023,2023.2,InovAtiva Brasil,Muttua - Sua plataforma de conexões locais.,https://www.instagram.com/muttua_plataforma/,São Paulo,Acelerada,Serviços de Intermediação,Not enough information
2023,2023.2,InovAtiva Brasil,Myclosety,http://www.myclosety.com,São Paulo,Graduada,Moda e Vestuário,Not enough information
2023,2023.2,InovAtiva Brasil,Nun Tecnologia Sustentável,http://www.nuntecnologia.com.br,Rio Grande do Sul,Acelerada,Cosméticos,Not enough information
2023,2023.2,InovAtiva Brasil,Ondie,https://ondie.com.br,Rio Grande do Norte,Acelerada,Tecnologia da Informação e Comunicação,Invalid link
2023,2023.2,InovAtiva Brasil,Open Health,http://www.openhealth.com.br,Rio Grande do Sul,Graduada,Saúde,"Open Health Brasil transforms organizations into companies that prioritize mental health. They offer preventative mental health programs, mapping needs, providing guidance, and fostering a supportive culture. Their services include online therapy and a certification for companies investing in mental health."
2023,2023.2,InovAtiva Brasil,OpenDigital Brasil,http://beopendigital.com.br,Minas Gerais,Acelerada,Tecnologia da Informação e Comunicação,Invalid link
2023,2023.2,InovAtiva Brasil,Orca Orçamentos em um clique,https://orcaapp.com.br/,Goiás,Graduada,Tecnologia da Informação e Comunicação,"Orca App is a Brazilian startup offering software to create professional, quick, and easy business proposals. It helps businesses manage clients, track progress, and gain credibility through organized budgets. The platform offers various subscription plans and support resources for businesses of all sizes."
2023,2023.2,InovAtiva Brasil,Peplab- soluções para biofármacos e biodiagnóstico,http://elisabete_monte,Tocantins,Acelerada,Saúde,Invalid link
